Day_Count,Day,StoreID,ProductName,specials,Amt,Inflation_Percentage,Unemployment_Percentage
3,Thursday,S001,Fries,0,9600.0,4.7,1.7
3,Thursday,S001,Veg Burger,0,11000.0,4.7,1.7
4,Friday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
4,Friday,S001,Veg Burger,0,13750.0,4.7,1.7
4,Friday,S003,Coca-Cola,0,29580.0,4.7,1.7
4,Friday,S003,Cheese Burger,0,8400.0,4.7,1.7
4,Friday,S002,Veg Burger,0,22375.0,4.7,1.7
4,Friday,S003,Fries,0,18525.0,4.7,1.7
4,Friday,S001,Chicken Burger,0,19720.0,4.7,1.7
4,Friday,S001,Coca-Cola,0,19805.0,4.7,1.7
4,Friday,S002,Fries,0,17100.0,4.7,1.7
4,Friday,S003,Chicken Burger,0,9350.0,4.7,1.7
4,Friday,S001,Fries,0,11850.0,4.7,1.7
4,Friday,S001,Cheese Burger,0,16200.0,4.7,1.7
4,Friday,S002,Coca-Cola,0,28050.0,4.7,1.7
4,Friday,S002,Chicken Burger,0,9350.0,4.7,1.7
4,Friday,S002,Cheese Burger,0,8600.0,4.7,1.7
4,Friday,S002,Custom,0,0.0,4.7,1.7
5,Saturday,S002,Cheese Burger,0,9180.0,4.7,1.7
5,Saturday,S002,Fries,0,17212.5,4.7,1.7
5,Saturday,S001,Chicken Burger,0,19431.0,4.7,1.7
5,Saturday,S001,Fries,0,12285.0,4.7,1.7
5,Saturday,S001,Cheese Burger,0,15300.0,4.7,1.7
5,Saturday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
5,Saturday,S001,Veg Burger,0,13612.5,4.7,1.7
5,Saturday,S002,Coca-Cola,0,29682.0,4.7,1.7
5,Saturday,S003,Chicken Burger,0,8874.0,4.7,1.7
5,Saturday,S001,Coca-Cola,0,19431.0,4.7,1.7
5,Saturday,S002,Veg Burger,0,21150.0,4.7,1.7
5,Saturday,S003,Coca-Cola,0,26469.0,4.7,1.7
5,Saturday,S003,Fries,0,16470.0,4.7,1.7
5,Saturday,S002,Custom,0,0.0,4.7,1.7
5,Saturday,S002,Chicken Burger,0,8874.0,4.7,1.7
5,Saturday,S003,Cheese Burger,0,8640.0,4.7,1.7
6,Sunday,S001,Chicken Burger,0,18207.0,4.7,1.7
6,Sunday,S002,Veg Burger,0,19575.0,4.7,1.7
6,Sunday,S001,Coca-Cola,0,19737.0,4.7,1.7
6,Sunday,S003,Coca-Cola,0,28917.0,4.7,1.7
6,Sunday,S003,Fries,0,15862.5,4.7,1.7
6,Sunday,S002,Chicken Burger,0,9639.0,4.7,1.7
6,Sunday,S002,Cheese Burger,0,8100.0,4.7,1.7
6,Sunday,S002,Fries,0,15120.0,4.7,1.7
6,Sunday,S001,Fries,0,11745.0,4.7,1.7
6,Sunday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
6,Sunday,S001,Cheese Burger,0,15120.0,4.7,1.7
6,Sunday,S003,Chicken Burger,0,8721.0,4.7,1.7
6,Sunday,S003,Cheese Burger,0,8100.0,4.7,1.7
6,Sunday,S001,Veg Burger,0,12825.0,4.7,1.7
6,Sunday,S002,Coca-Cola,0,29452.5,4.7,1.7
7,Monday,S003,Cheese Burger,0,6300.0,4.7,1.7
7,Monday,S001,Chicken Burger,0,13617.0,4.7,1.7
7,Monday,S001,Veg Burger,0,8775.0,4.7,1.7
7,Monday,S002,Cheese Burger,0,5760.0,4.7,1.7
7,Monday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
7,Monday,S001,Cheese Burger,0,11520.0,4.7,1.7
7,Monday,S002,Coca-Cola,0,22338.0,4.7,1.7
7,Monday,S001,Fries,0,9450.0,4.7,1.7
7,Monday,S003,Chicken Burger,0,6120.0,4.7,1.7
7,Monday,S002,Fries,0,13027.5,4.7,1.7
7,Monday,S001,Coca-Cola,0,13234.5,4.7,1.7
7,Monday,S003,Coca-Cola,0,20502.0,4.7,1.7
7,Monday,S002,Chicken Burger,0,6426.0,4.7,1.7
7,Monday,S003,Fries,0,12555.0,4.7,1.7
7,Monday,S002,Veg Burger,0,14850.0,4.7,1.7
8,Tuesday,S003,Coca-Cola,0,21037.5,4.7,1.7
8,Tuesday,S001,Fries,0,9247.5,4.7,1.7
8,Tuesday,S001,Veg Burger,0,8662.5,4.7,1.7
8,Tuesday,S003,Chicken Burger,0,5967.0,4.7,1.7
8,Tuesday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
8,Tuesday,S002,Fries,0,11880.0,4.7,1.7
8,Tuesday,S002,Veg Burger,0,15412.5,4.7,1.7
8,Tuesday,S002,Custom,0,0.0,4.7,1.7
8,Tuesday,S003,Fries,0,12150.0,4.7,1.7
8,Tuesday,S002,Cheese Burger,0,6120.0,4.7,1.7
8,Tuesday,S002,Coca-Cola,0,21726.0,4.7,1.7
8,Tuesday,S002,Chicken Burger,0,6426.0,4.7,1.7
8,Tuesday,S003,Cheese Burger,0,6120.0,4.7,1.7
8,Tuesday,S001,Coca-Cola,0,15376.5,4.7,1.7
8,Tuesday,S001,Cheese Burger,0,10080.0,4.7,1.7
8,Tuesday,S001,Chicken Burger,0,13311.0,4.7,1.7
9,Wednesday,S002,Veg Burger,0,15750.0,4.7,1.7
9,Wednesday,S002,Fries,0,12690.0,4.7,1.7
9,Wednesday,S002,Chicken Burger,0,7497.0,4.7,1.7
9,Wednesday,S001,Coca-Cola,0,15070.5,4.7,1.7
9,Wednesday,S002,Coca-Cola,0,21573.0,4.7,1.7
9,Wednesday,S001,Fries,0,9045.0,4.7,1.7
9,Wednesday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
9,Wednesday,S002,Cheese Burger,0,6480.0,4.7,1.7
9,Wednesday,S003,Coca-Cola,0,21726.0,4.7,1.7
9,Wednesday,S003,Fries,0,12690.0,4.7,1.7
9,Wednesday,S003,Cheese Burger,0,6480.0,4.7,1.7
9,Wednesday,S003,Chicken Burger,0,6885.0,4.7,1.7
9,Wednesday,S001,Veg Burger,0,10237.5,4.7,1.7
9,Wednesday,S001,Chicken Burger,0,15147.0,4.7,1.7
9,Wednesday,S001,Cheese Burger,0,10620.0,4.7,1.7
10,Thursday,S002,Coca-Cola,0,22032.0,4.7,1.7
10,Thursday,S003,Custom,0,0.0,4.7,1.7
10,Thursday,S001,Cheese Burger,0,11520.0,4.7,1.7
10,Thursday,S002,Cheese Burger,0,6480.0,4.7,1.7
10,Thursday,S002,Veg Burger,0,16425.0,4.7,1.7
10,Thursday,S003,Coca-Cola,0,22873.5,4.7,1.7
10,Thursday,S002,Fries,0,13972.5,4.7,1.7
10,Thursday,S003,Fries,0,12892.5,4.7,1.7
10,Thursday,S003,Cheese Burger,0,6120.0,4.7,1.7
10,Thursday,S001,Fries,0,9855.0,4.7,1.7
10,Thursday,S003,Chicken Burger,0,7191.0,4.7,1.7
10,Thursday,S001,Veg Burger,0,10687.5,4.7,1.7
10,Thursday,S001,Chicken Burger,0,16830.0,4.7,1.7
10,Thursday,S001,Coca-Cola,0,15223.5,4.7,1.7
10,Thursday,S002,Chicken Burger,0,7344.0,4.7,1.7
10,Thursday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
11,Friday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
11,Friday,S001,Chicken Burger,0,20349.0,4.7,1.7
11,Friday,S002,Fries,0,16537.5,4.7,1.7
11,Friday,S002,Coca-Cola,0,29911.5,4.7,1.7
11,Friday,S001,Veg Burger,0,13725.0,4.7,1.7
11,Friday,S003,Cheese Burger,0,8280.0,4.7,1.7
11,Friday,S003,Fries,0,16200.0,4.7,1.7
11,Friday,S003,Chicken Burger,0,9639.0,4.7,1.7
11,Friday,S003,Coca-Cola,0,27310.5,4.7,1.7
11,Friday,S002,Cheese Burger,0,8100.0,4.7,1.7
11,Friday,S002,Veg Burger,0,21600.0,4.7,1.7
11,Friday,S002,Chicken Burger,0,8721.0,4.7,1.7
11,Friday,S001,Coca-Cola,0,20731.5,4.7,1.7
11,Friday,S001,Fries,0,12285.0,4.7,1.7
11,Friday,S001,Cheese Burger,0,14400.0,4.7,1.7
12,Saturday,S003,Cheese Burger,0,8280.0,4.7,1.7
12,Saturday,S002,Veg Burger,0,21600.0,4.7,1.7
12,Saturday,S002,Cheese Burger,0,8640.0,4.7,1.7
12,Saturday,S001,Coca-Cola,0,19201.5,4.7,1.7
12,Saturday,S001,Cheese Burger,0,14040.0,4.7,1.7
12,Saturday,S001,Chicken Burger,0,19737.0,4.7,1.7
12,Saturday,S001,Veg Burger,0,13050.0,4.7,1.7
12,Saturday,S002,Coca-Cola,0,28687.5,4.7,1.7
12,Saturday,S002,Fries,0,16065.0,4.7,1.7
12,Saturday,S001,Fries,0,11677.5,4.7,1.7
12,Saturday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
12,Saturday,S002,Chicken Burger,0,9792.0,4.7,1.7
12,Saturday,S003,Fries,0,16807.5,4.7,1.7
12,Saturday,S003,Chicken Burger,0,8874.0,4.7,1.7
12,Saturday,S003,Coca-Cola,0,29605.5,4.7,1.7
13,Sunday,S001,Veg Burger,0,12487.5,4.7,1.7
13,Sunday,S002,Cheese Burger,0,8640.0,4.7,1.7
13,Sunday,S001,Coca-Cola,0,19737.0,4.7,1.7
13,Sunday,S003,Coca-Cola,0,27999.0,4.7,1.7
13,Sunday,S002,Custom,0,0.0,4.7,1.7
13,Sunday,S003,Chicken Burger,0,9333.0,4.7,1.7
13,Sunday,S003,Fries,0,16605.0,4.7,1.7
13,Sunday,S001,Chicken Burger,0,18819.0,4.7,1.7
13,Sunday,S002,Fries,0,15997.5,4.7,1.7
13,Sunday,S003,Cheese Burger,0,8280.0,4.7,1.7
13,Sunday,S002,Chicken Burger,0,8568.0,4.7,1.7
13,Sunday,S002,Veg Burger,0,22275.0,4.7,1.7
13,Sunday,S001,Cheese Burger,0,14220.0,4.7,1.7
13,Sunday,S001,Fries,0,11137.5,4.7,1.7
13,Sunday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
13,Sunday,S002,Coca-Cola,0,28840.5,4.7,1.7
14,Monday,S001,Fries,0,8235.0,4.7,1.7
14,Monday,S003,Cheese Burger,0,5940.0,4.7,1.7
14,Monday,S003,Fries,0,12487.5,4.7,1.7
14,Monday,S001,Veg Burger,0,10012.5,4.7,1.7
14,Monday,S003,Chicken Burger,0,6426.0,4.7,1.7
14,Monday,S002,Cheese Burger,0,5760.0,4.7,1.7
14,Monday,S003,Coca-Cola,0,21037.5,4.7,1.7
14,Monday,S002,Chicken Burger,0,7038.0,4.7,1.7
14,Monday,S001,Coca-Cola,0,13158.0,4.7,1.7
14,Monday,S002,Veg Burger,0,15187.5,4.7,1.7
14,Monday,S001,Cheese Burger,0,10620.0,4.7,1.7
14,Monday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
14,Monday,S002,Fries,0,12690.0,4.7,1.7
14,Monday,S001,Chicken Burger,0,13158.0,4.7,1.7
14,Monday,S002,Coca-Cola,0,22108.5,4.7,1.7
15,Tuesday,S001,Coca-Cola,0,13311.0,4.7,1.7
15,Tuesday,S003,Fries,0,11407.5,4.7,1.7
15,Tuesday,S001,Veg Burger,0,9337.5,4.7,1.7
15,Tuesday,S002,Chicken Burger,0,6426.0,4.7,1.7
15,Tuesday,S001,Fries,0,8505.0,4.7,1.7
15,Tuesday,S003,Coca-Cola,0,22338.0,4.7,1.7
15,Tuesday,S002,Cheese Burger,0,5940.0,4.7,1.7
15,Tuesday,S002,Veg Burger,0,15975.0,4.7,1.7
15,Tuesday,S003,Chicken Burger,0,6426.0,4.7,1.7
15,Tuesday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
15,Tuesday,S002,Fries,0,13567.5,4.7,1.7
15,Tuesday,S001,Chicken Burger,0,14076.0,4.7,1.7
15,Tuesday,S002,Coca-Cola,0,21573.0,4.7,1.7
15,Tuesday,S001,Cheese Burger,0,10980.0,4.7,1.7
15,Tuesday,S003,Cheese Burger,0,6120.0,4.7,1.7
16,Wednesday,S003,Cheese Burger,0,6840.0,4.7,1.7
16,Wednesday,S001,Fries,0,8775.0,4.7,1.7
16,Wednesday,S001,Cheese Burger,0,10620.0,4.7,1.7
16,Wednesday,S002,Coca-Cola,0,23026.5,4.7,1.7
16,Wednesday,S003,Chicken Burger,0,7344.0,4.7,1.7
16,Wednesday,S001,Chicken Burger,0,15147.0,4.7,1.7
16,Wednesday,S002,Fries,0,13702.5,4.7,1.7
16,Wednesday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
16,Wednesday,S001,Veg Burger,0,9787.5,4.7,1.7
16,Wednesday,S003,Fries,0,13095.0,4.7,1.7
16,Wednesday,S002,Chicken Burger,0,7038.0,4.7,1.7
16,Wednesday,S002,Veg Burger,0,17212.5,4.7,1.7
16,Wednesday,S001,Coca-Cola,0,14611.5,4.7,1.7
16,Wednesday,S002,Cheese Burger,0,6300.0,4.7,1.7
16,Wednesday,S003,Coca-Cola,0,22414.5,4.7,1.7
17,Thursday,S003,Veg Burger,0,34050.14999999997,4.7,1.7
17,Thursday,S001,Chicken Burger,0,16371.0,4.7,1.7
17,Thursday,S001,Veg Burger,0,10575.0,4.7,1.7
17,Thursday,S002,Fries,0,12757.5,4.7,1.7
17,Thursday,S003,Fries,0,12960.0,4.7,1.7
17,Thursday,S001,Custom,0,0.0,4.7,1.7
17,Thursday,S002,Chicken Burger,0,7497.0,4.7,1.7
17,Thursday,S002,Cheese Burger,0,6480.0,4.7,1.7
17,Thursday,S001,Coca-Cola,0,15223.5,4.7,1.7
17,Thursday,S003,Custom,0,0.0,4.7,1.7
17,Thursday,S003,Coca-Cola,0,23715.0,4.7,1.7
17,Thursday,S002,Custom,0,0.0,4.7,1.7
17,Thursday,S003,Chicken Burger,0,7497.0,4.7,1.7
17,Thursday,S002,Coca-Cola,0,21802.5,4.7,1.7
17,Thursday,S001,Cheese Burger,0,11520.0,4.7,1.7
17,Thursday,S001,Fries,0,9112.5,4.7,1.7
17,Thursday,S003,Cheese Burger,0,6300.0,4.7,1.7
17,Thursday,S002,Veg Burger,0,17100.0,4.7,1.7
18,Friday,S001,Coca-Cola,0,20196.0,3.0,1.9
18,Friday,S003,Coca-Cola,0,27081.0,3.0,1.9
18,Friday,S002,Chicken Burger,0,9180.0,3.0,1.9
18,Friday,S002,Cheese Burger,0,9180.0,3.0,1.9
18,Friday,S003,Fries,0,16402.5,3.0,1.9
18,Friday,S002,Fries,0,16875.0,3.0,1.9
18,Friday,S003,Chicken Burger,0,9027.0,3.0,1.9
18,Friday,S002,Coca-Cola,0,29299.5,3.0,1.9
18,Friday,S001,Veg Burger,0,12825.0,3.0,1.9
18,Friday,S001,Chicken Burger,0,18666.0,3.0,1.9
18,Friday,S003,Veg Burger,0,34050.14999999997,3.0,1.9
18,Friday,S001,Cheese Burger,0,14940.0,3.0,1.9
18,Friday,S002,Veg Burger,0,21375.0,3.0,1.9
18,Friday,S003,Cheese Burger,0,8820.0,3.0,1.9
18,Friday,S001,Fries,0,11745.0,3.0,1.9
19,Saturday,S002,Fries,0,17685.0,3.0,1.9
19,Saturday,S002,Coca-Cola,0,27999.0,3.0,1.9
19,Saturday,S003,Veg Burger,0,34050.14999999997,3.0,1.9
19,Saturday,S003,Fries,0,17145.0,3.0,1.9
19,Saturday,S001,Chicken Burger,0,18972.0,3.0,1.9
19,Saturday,S003,Chicken Burger,0,8874.0,3.0,1.9
19,Saturday,S002,Veg Burger,0,21712.5,3.0,1.9
19,Saturday,S001,Veg Burger,0,12262.5,3.0,1.9
19,Saturday,S003,Cheese Burger,0,8820.0,3.0,1.9
19,Saturday,S001,Fries,0,11542.5,3.0,1.9
19,Saturday,S001,Cheese Burger,0,14940.0,3.0,1.9
19,Saturday,S001,Coca-Cola,0,19125.0,3.0,1.9
19,Saturday,S002,Chicken Burger,0,9945.0,3.0,1.9
19,Saturday,S002,Cheese Burger,0,9180.0,3.0,1.9
19,Saturday,S003,Coca-Cola,0,28534.5,3.0,1.9
20,Sunday,S003,Chicken Burger,0,8262.0,3.0,1.9
20,Sunday,S003,Veg Burger,0,34050.14999999997,3.0,1.9
20,Sunday,S001,Cheese Burger,0,15300.0,3.0,1.9
20,Sunday,S001,Veg Burger,0,24862.5,3.0,1.9
20,Sunday,S001,Fries,0,12150.0,3.0,1.9
20,Sunday,S003,Cheese Burger,0,8100.0,3.0,1.9
20,Sunday,S003,Coca-Cola,0,31212.0,3.0,1.9
20,Sunday,S001,Coca-Cola,0,20961.0,3.0,1.9
20,Sunday,S002,Veg Burger,0,21150.0,3.0,1.9
20,Sunday,S002,Cheese Burger,0,8280.0,3.0,1.9
20,Sunday,S002,Chicken Burger,0,8721.0,3.0,1.9
20,Sunday,S003,Fries,0,17077.5,3.0,1.9
20,Sunday,S001,Chicken Burger,0,20043.0,3.0,1.9
20,Sunday,S002,Fries,0,16605.0,3.0,1.9
20,Sunday,S002,Coca-Cola,0,27081.0,3.0,1.9
21,Monday,S001,Veg Burger,0,9450.0,3.0,1.9
21,Monday,S001,Fries,0,8032.5,3.0,1.9
21,Monday,S002,Chicken Burger,0,6426.0,3.0,1.9
21,Monday,S002,Coca-Cola,0,20808.0,3.0,1.9
21,Monday,S003,Fries,0,11677.5,3.0,1.9
21,Monday,S002,Fries,0,11407.5,3.0,1.9
21,Monday,S001,Chicken Burger,0,14688.0,3.0,1.9
21,Monday,S003,Cheese Burger,0,6120.0,3.0,1.9
21,Monday,S003,Chicken Burger,0,6732.0,3.0,1.9
21,Monday,S003,Veg Burger,0,34050.14999999997,3.0,1.9
21,Monday,S001,Cheese Burger,0,10620.0,3.0,1.9
21,Monday,S002,Veg Burger,0,14512.5,3.0,1.9
21,Monday,S003,Coca-Cola,0,19354.5,3.0,1.9
21,Monday,S001,Coca-Cola,0,14458.5,3.0,1.9
21,Monday,S002,Cheese Burger,0,5940.0,3.0,1.9
22,Tuesday,S001,Veg Burger,0,9337.5,3.0,1.9
22,Tuesday,S001,Fries,0,8505.0,3.0,1.9
22,Tuesday,S002,Cheese Burger,0,6120.0,3.0,1.9
22,Tuesday,S002,Veg Burger,0,16987.5,3.0,1.9
22,Tuesday,S003,Cheese Burger,0,5940.0,3.0,1.9
22,Tuesday,S001,Chicken Burger,0,15300.0,3.0,1.9
22,Tuesday,S001,Cheese Burger,0,10260.0,3.0,1.9
22,Tuesday,S003,Chicken Burger,0,6426.0,3.0,1.9
22,Tuesday,S003,Coca-Cola,0,21114.0,3.0,1.9
22,Tuesday,S002,Custom,0,0.0,3.0,1.9
22,Tuesday,S003,Fries,0,12420.0,3.0,1.9
22,Tuesday,S002,Fries,0,12082.5,3.0,1.9
22,Tuesday,S002,Coca-Cola,0,20655.0,3.0,1.9
22,Tuesday,S003,Veg Burger,0,34050.14999999997,3.0,1.9
22,Tuesday,S001,Coca-Cola,0,14458.5,3.0,1.9
22,Tuesday,S002,Chicken Burger,0,6426.0,3.0,1.9
23,Wednesday,S002,Veg Burger,0,16537.5,3.0,1.9
23,Wednesday,S001,Cheese Burger,0,11520.0,3.0,1.9
23,Wednesday,S003,Veg Burger,0,34050.14999999997,3.0,1.9
23,Wednesday,S001,Veg Burger,0,9900.0,3.0,1.9
23,Wednesday,S003,Chicken Burger,0,6426.0,3.0,1.9
23,Wednesday,S003,Coca-Cola,0,21267.0,3.0,1.9
23,Wednesday,S002,Fries,0,13230.0,3.0,1.9
23,Wednesday,S002,Coca-Cola,0,21802.5,3.0,1.9
23,Wednesday,S002,Custom,0,0.0,3.0,1.9
23,Wednesday,S001,Chicken Burger,0,14535.0,3.0,1.9
23,Wednesday,S003,Cheese Burger,0,6120.0,3.0,1.9
23,Wednesday,S001,Coca-Cola,0,15147.0,3.0,1.9
23,Wednesday,S003,Fries,0,13905.0,3.0,1.9
23,Wednesday,S002,Chicken Burger,0,7344.0,3.0,1.9
23,Wednesday,S001,Fries,0,8302.5,3.0,1.9
23,Wednesday,S002,Cheese Burger,0,6120.0,3.0,1.9
24,Thursday,S003,Chicken Burger,0,7497.0,3.0,1.9
24,Thursday,S003,Veg Burger,0,34050.14999999997,3.0,1.9
24,Thursday,S001,Veg Burger,0,9900.0,3.0,1.9
24,Thursday,S002,Fries,0,12622.5,3.0,1.9
24,Thursday,S003,Coca-Cola,0,22414.5,3.0,1.9
24,Thursday,S002,Coca-Cola,0,23409.0,3.0,1.9
24,Thursday,S001,Cheese Burger,0,12060.0,3.0,1.9
24,Thursday,S002,Custom,0,0.0,3.0,1.9
24,Thursday,S003,Fries,0,12960.0,3.0,1.9
24,Thursday,S002,Chicken Burger,0,7497.0,3.0,1.9
24,Thursday,S001,Coca-Cola,0,15147.0,3.0,1.9
24,Thursday,S003,Cheese Burger,0,7560.0,3.0,1.9
24,Thursday,S002,Veg Burger,0,16762.5,3.0,1.9
24,Thursday,S002,Cheese Burger,0,6840.0,3.0,1.9
24,Thursday,S001,Fries,0,9787.5,3.0,1.9
24,Thursday,S001,Chicken Burger,0,14076.0,3.0,1.9
24,Thursday,S002,Custom,0,0.0,3.0,1.9
24,Thursday,S002,Custom,0,0.0,3.0,1.9
25,Friday,S002,Veg Burger,0,23512.5,3.0,1.9
25,Friday,S001,Veg Burger,0,12712.5,3.0,1.9
25,Friday,S003,Fries,0,17212.5,3.0,1.9
25,Friday,S003,Cheese Burger,0,8280.0,3.0,1.9
25,Friday,S001,Fries,0,11745.0,3.0,1.9
25,Friday,S002,Cheese Burger,0,8460.0,3.0,1.9
25,Friday,S003,Custom,0,0.0,3.0,1.9
25,Friday,S002,Fries,0,17077.5,3.0,1.9
25,Friday,S001,Chicken Burger,0,20043.0,3.0,1.9
25,Friday,S003,Chicken Burger,0,9639.0,3.0,1.9
25,Friday,S003,Veg Burger,0,34050.14999999997,3.0,1.9
25,Friday,S002,Chicken Burger,0,8874.0,3.0,1.9
25,Friday,S002,Coca-Cola,0,30906.0,3.0,1.9
25,Friday,S001,Cheese Burger,0,15840.0,3.0,1.9
25,Friday,S003,Coca-Cola,0,28611.0,3.0,1.9
25,Friday,S001,Coca-Cola,0,20043.0,3.0,1.9
26,Saturday,S002,Chicken Burger,0,9180.0,3.0,1.9
26,Saturday,S003,Coca-Cola,0,29070.0,3.0,1.9
26,Saturday,S001,Chicken Burger,0,20230.0,3.0,1.9
26,Saturday,S003,Chicken Burger,0,9010.0,3.0,1.9
26,Saturday,S001,Cheese Burger,0,14400.0,3.0,1.9
26,Saturday,S003,Cheese Burger,0,9000.0,3.0,1.9
26,Saturday,S002,Cheese Burger,0,9000.0,3.0,1.9
26,Saturday,S002,Veg Burger,0,21500.0,3.0,1.9
26,Saturday,S001,Custom,0,0.0,3.0,1.9
26,Saturday,S001,Fries,0,12825.0,3.0,1.9
26,Saturday,S001,Veg Burger,0,13000.0,3.0,1.9
26,Saturday,S002,Fries,0,15675.0,3.0,1.9
26,Saturday,S001,Coca-Cola,0,18700.0,3.0,1.9
26,Saturday,S003,Custom,0,0.0,3.0,1.9
26,Saturday,S003,Fries,0,16500.0,3.0,1.9
26,Saturday,S002,Coca-Cola,0,31620.0,3.0,1.9
26,Saturday,S003,Veg Burger,0,34050.14999999997,3.0,1.9
27,Sunday,S001,Veg Burger,0,14125.0,3.0,1.9
27,Sunday,S002,Fries,0,16275.0,3.0,1.9
27,Sunday,S003,Chicken Burger,0,8840.0,3.0,1.9
27,Sunday,S002,Veg Burger,0,20125.0,3.0,1.9
27,Sunday,S001,Fries,0,11850.0,3.0,1.9
27,Sunday,S002,Coca-Cola,0,26435.0,3.0,1.9
27,Sunday,S001,Chicken Burger,0,19040.0,3.0,1.9
27,Sunday,S001,Cheese Burger,0,15600.0,3.0,1.9
27,Sunday,S003,Cheese Burger,0,8200.0,3.0,1.9
27,Sunday,S002,Cheese Burger,0,9000.0,3.0,1.9
27,Sunday,S001,Coca-Cola,0,18700.0,3.0,1.9
27,Sunday,S002,Chicken Burger,0,8840.0,3.0,1.9
27,Sunday,S003,Veg Burger,0,34050.14999999997,3.0,1.9
27,Sunday,S003,Fries,0,16875.0,3.0,1.9
27,Sunday,S003,Coca-Cola,0,30260.0,3.0,1.9
28,Monday,S001,Veg Burger,0,8875.0,3.0,1.9
28,Monday,S002,Cheese Burger,0,5800.0,3.0,1.9
28,Monday,S003,Cheese Burger,0,6000.0,3.0,1.9
28,Monday,S003,Chicken Burger,0,6970.0,3.0,1.9
28,Monday,S002,Veg Burger,0,15500.0,3.0,1.9
28,Monday,S001,Fries,0,8625.0,3.0,1.9
28,Monday,S002,Coca-Cola,0,20315.0,3.0,1.9
28,Monday,S002,Chicken Burger,0,6460.0,3.0,1.9
28,Monday,S001,Coca-Cola,0,14620.0,3.0,1.9
28,Monday,S003,Coca-Cola,0,20825.0,3.0,1.9
28,Monday,S001,Cheese Burger,0,10200.0,3.0,1.9
