Day_Count,Day,StoreID,ProductName,Product_Calorie,Promo_applied,specials,mods,Amt,weather,Inflation_Percentage,Unemployment_Percentage
3,Thursday,S003,Coca-Cola,100,0,0,0,20740.0,rainy,4.7,1.7
3,Thursday,S003,Fries,400,0,0,0,13350.0,rainy,4.7,1.7
3,Thursday,S003,Cheese Burger,800,0,0,0,6600.0,rainy,4.7,1.7
3,Thursday,S002,Veg Burger,625,0,0,0,16375.0,rainy,4.7,1.7
3,Thursday,S002,Fries,400,0,0,0,12525.0,rainy,4.7,1.7
3,Thursday,S001,Coca-Cola,100,0,0,0,15130.0,cold,4.7,1.7
3,Thursday,S002,Cheese Burger,800,0,0,0,6600.0,rainy,4.7,1.7
3,Thursday,S002,Coca-Cola,100,0,0,0,22015.0,rainy,4.7,1.7
3,Thursday,S001,Fries,400,0,0,0,9600.0,cold,4.7,1.7
3,Thursday,S001,Veg Burger,625,0,0,0,11000.0,cold,4.7,1.7
4,Friday,S003,Veg Burger,625,0,0,0,3697500.0,very cold,4.7,1.7
4,Friday,S001,Veg Burger,625,0,0,0,13750.0,very hot,4.7,1.7
4,Friday,S003,Coca-Cola,100,0,0,0,29580.0,very cold,4.7,1.7
4,Friday,S003,Cheese Burger,800,0,0,0,8400.0,very cold,4.7,1.7
4,Friday,S002,Veg Burger,625,0,0,0,22375.0,humid,4.7,1.7
4,Friday,S003,Fries,400,0,0,0,18525.0,very cold,4.7,1.7
4,Friday,S001,Chicken Burger,700,0,0,0,19720.0,very hot,4.7,1.7
4,Friday,S001,Coca-Cola,100,0,0,0,19805.0,very hot,4.7,1.7
4,Friday,S002,Fries,400,0,0,0,17100.0,humid,4.7,1.7
4,Friday,S003,Chicken Burger,700,0,0,0,9350.0,very cold,4.7,1.7
4,Friday,S001,Fries,400,0,0,0,11850.0,very hot,4.7,1.7
4,Friday,S001,Cheese Burger,800,0,0,0,16200.0,very hot,4.7,1.7
4,Friday,S002,Coca-Cola,100,0,0,0,28050.0,humid,4.7,1.7
4,Friday,S002,Chicken Burger,700,0,0,0,9350.0,humid,4.7,1.7
4,Friday,S002,Cheese Burger,800,0,0,0,8600.0,humid,4.7,1.7
4,Friday,S002,Custom,100,0,0,1,0.0,humid,4.7,1.7
5,Saturday,S002,Cheese Burger,800,1,0,0,9180.0,cold,4.7,1.7
5,Saturday,S002,Fries,400,1,0,0,17212.5,cold,4.7,1.7
5,Saturday,S001,Chicken Burger,700,1,0,0,19431.0,hot,4.7,1.7
5,Saturday,S001,Fries,400,1,0,0,12285.0,hot,4.7,1.7
5,Saturday,S001,Cheese Burger,800,1,0,0,15300.0,hot,4.7,1.7
5,Saturday,S003,Veg Burger,625,1,0,0,3786750.0,humid,4.7,1.7
5,Saturday,S001,Veg Burger,625,1,0,0,13612.5,hot,4.7,1.7
5,Saturday,S002,Coca-Cola,100,1,0,0,29682.0,cold,4.7,1.7
5,Saturday,S003,Chicken Burger,700,1,0,0,8874.0,humid,4.7,1.7
5,Saturday,S001,Coca-Cola,100,1,0,0,19431.0,hot,4.7,1.7
5,Saturday,S002,Veg Burger,625,1,0,0,21150.0,cold,4.7,1.7
5,Saturday,S003,Coca-Cola,100,1,0,0,26469.0,humid,4.7,1.7
5,Saturday,S003,Fries,400,1,0,0,16470.0,humid,4.7,1.7
5,Saturday,S002,Custom,100,1,0,1,0.0,cold,4.7,1.7
5,Saturday,S002,Chicken Burger,700,1,0,0,8874.0,cold,4.7,1.7
5,Saturday,S003,Cheese Burger,800,1,0,0,8640.0,humid,4.7,1.7
6,Sunday,S001,Chicken Burger,700,1,0,0,18207.0,cold,4.7,1.7
6,Sunday,S002,Veg Burger,625,1,0,0,19575.0,rainy,4.7,1.7
6,Sunday,S001,Coca-Cola,100,1,0,0,19737.0,cold,4.7,1.7
6,Sunday,S003,Coca-Cola,100,1,0,0,28917.0,hot,4.7,1.7
6,Sunday,S003,Fries,400,1,0,0,15862.5,hot,4.7,1.7
6,Sunday,S002,Chicken Burger,700,1,0,0,9639.0,rainy,4.7,1.7
6,Sunday,S002,Cheese Burger,800,1,0,0,8100.0,rainy,4.7,1.7
6,Sunday,S002,Fries,400,1,0,0,15120.0,rainy,4.7,1.7
6,Sunday,S001,Fries,400,1,0,0,11745.0,cold,4.7,1.7
6,Sunday,S003,Veg Burger,625,1,0,0,3442500.0,hot,4.7,1.7
6,Sunday,S001,Cheese Burger,800,1,0,0,15120.0,cold,4.7,1.7
6,Sunday,S003,Chicken Burger,700,1,0,0,8721.0,hot,4.7,1.7
6,Sunday,S003,Cheese Burger,800,1,0,0,8100.0,hot,4.7,1.7
6,Sunday,S001,Veg Burger,625,1,0,0,12825.0,cold,4.7,1.7
6,Sunday,S002,Coca-Cola,100,1,0,0,29452.5,rainy,4.7,1.7
7,Monday,S003,Cheese Burger,800,1,0,0,6300.0,cold,4.7,1.7
7,Monday,S001,Chicken Burger,700,1,0,0,13617.0,cold,4.7,1.7
7,Monday,S001,Veg Burger,625,1,0,0,8775.0,cold,4.7,1.7
7,Monday,S002,Cheese Burger,800,1,0,0,5760.0,cold,4.7,1.7
7,Monday,S003,Veg Burger,625,1,0,0,2754000.0,cold,4.7,1.7
7,Monday,S001,Cheese Burger,800,1,0,0,11520.0,cold,4.7,1.7
7,Monday,S002,Coca-Cola,100,1,0,0,22338.0,cold,4.7,1.7
7,Monday,S001,Fries,400,1,0,0,9450.0,cold,4.7,1.7
7,Monday,S003,Chicken Burger,700,1,0,0,6120.0,cold,4.7,1.7
7,Monday,S002,Fries,400,1,0,0,13027.5,cold,4.7,1.7
7,Monday,S001,Coca-Cola,100,1,0,0,13234.5,cold,4.7,1.7
7,Monday,S003,Coca-Cola,100,1,0,0,20502.0,cold,4.7,1.7
7,Monday,S002,Chicken Burger,700,1,0,0,6426.0,cold,4.7,1.7
7,Monday,S003,Fries,400,1,0,0,12555.0,cold,4.7,1.7
7,Monday,S002,Veg Burger,625,1,0,0,14850.0,cold,4.7,1.7
8,Tuesday,S003,Coca-Cola,100,1,0,0,21037.5,humid,4.7,1.7
8,Tuesday,S001,Fries,400,1,0,0,9247.5,cold,4.7,1.7
8,Tuesday,S001,Veg Burger,625,1,0,0,8662.5,cold,4.7,1.7
8,Tuesday,S003,Chicken Burger,700,1,0,0,5967.0,humid,4.7,1.7
8,Tuesday,S003,Veg Burger,625,1,0,0,2505375.0,humid,4.7,1.7
8,Tuesday,S002,Fries,400,1,0,0,11880.0,cold,4.7,1.7
8,Tuesday,S002,Veg Burger,625,1,0,0,15412.5,cold,4.7,1.7
8,Tuesday,S002,Custom,100,1,0,1,0.0,cold,4.7,1.7
8,Tuesday,S003,Fries,400,1,0,0,12150.0,humid,4.7,1.7
8,Tuesday,S002,Cheese Burger,800,1,0,0,6120.0,cold,4.7,1.7
8,Tuesday,S002,Coca-Cola,100,1,0,0,21726.0,cold,4.7,1.7
8,Tuesday,S002,Chicken Burger,700,1,0,0,6426.0,cold,4.7,1.7
8,Tuesday,S003,Cheese Burger,800,1,0,0,6120.0,humid,4.7,1.7
8,Tuesday,S001,Coca-Cola,100,1,0,0,15376.5,cold,4.7,1.7
8,Tuesday,S001,Cheese Burger,800,1,0,0,10080.0,cold,4.7,1.7
8,Tuesday,S001,Chicken Burger,700,1,0,0,13311.0,cold,4.7,1.7
9,Wednesday,S002,Veg Burger,625,1,0,0,15750.0,humid,4.7,1.7
9,Wednesday,S002,Fries,400,1,0,0,12690.0,humid,4.7,1.7
9,Wednesday,S002,Chicken Burger,700,1,0,0,7497.0,humid,4.7,1.7
9,Wednesday,S001,Coca-Cola,100,1,0,0,15070.5,hot,4.7,1.7
9,Wednesday,S002,Coca-Cola,100,1,0,0,21573.0,humid,4.7,1.7
9,Wednesday,S001,Fries,400,1,0,0,9045.0,hot,4.7,1.7
9,Wednesday,S003,Veg Burger,625,1,0,0,2868750.0,hot,4.7,1.7
9,Wednesday,S002,Cheese Burger,800,1,0,0,6480.0,humid,4.7,1.7
9,Wednesday,S003,Coca-Cola,100,1,0,0,21726.0,hot,4.7,1.7
9,Wednesday,S003,Fries,400,1,0,0,12690.0,hot,4.7,1.7
9,Wednesday,S003,Cheese Burger,800,1,0,0,6480.0,hot,4.7,1.7
9,Wednesday,S003,Chicken Burger,700,1,0,0,6885.0,hot,4.7,1.7
9,Wednesday,S001,Veg Burger,625,1,0,0,10237.5,hot,4.7,1.7
9,Wednesday,S001,Chicken Burger,700,1,0,0,15147.0,hot,4.7,1.7
9,Wednesday,S001,Cheese Burger,800,1,0,0,10620.0,hot,4.7,1.7
10,Thursday,S002,Coca-Cola,100,1,0,0,22032.0,cold,4.7,1.7
10,Thursday,S003,Custom,50,1,0,1,0.0,hot,4.7,1.7
10,Thursday,S001,Cheese Burger,800,1,0,0,11520.0,cold,4.7,1.7
10,Thursday,S002,Cheese Burger,800,1,0,0,6480.0,cold,4.7,1.7
10,Thursday,S002,Veg Burger,625,1,0,0,16425.0,cold,4.7,1.7
10,Thursday,S003,Coca-Cola,100,1,0,0,22873.5,hot,4.7,1.7
10,Thursday,S002,Fries,400,1,0,0,13972.5,cold,4.7,1.7
10,Thursday,S003,Fries,400,1,0,0,12892.5,hot,4.7,1.7
10,Thursday,S003,Cheese Burger,800,1,0,0,6120.0,hot,4.7,1.7
10,Thursday,S001,Fries,400,1,0,0,9855.0,cold,4.7,1.7
10,Thursday,S003,Chicken Burger,700,1,0,0,7191.0,hot,4.7,1.7
10,Thursday,S001,Veg Burger,625,1,0,0,10687.5,cold,4.7,1.7
10,Thursday,S001,Chicken Burger,700,1,0,0,16830.0,cold,4.7,1.7
10,Thursday,S001,Coca-Cola,100,1,0,0,15223.5,cold,4.7,1.7
10,Thursday,S002,Chicken Burger,700,1,0,0,7344.0,cold,4.7,1.7
10,Thursday,S003,Veg Burger,625,1,0,0,2639250.0,hot,4.7,1.7
11,Friday,S003,Veg Burger,625,1,0,0,3633750.0,humid,4.7,1.7
11,Friday,S001,Chicken Burger,700,1,0,0,20349.0,hot,4.7,1.7
11,Friday,S002,Fries,400,1,0,0,16537.5,rainy,4.7,1.7
11,Friday,S002,Coca-Cola,100,1,0,0,29911.5,rainy,4.7,1.7
11,Friday,S001,Veg Burger,625,1,0,0,13725.0,hot,4.7,1.7
11,Friday,S003,Cheese Burger,800,1,0,0,8280.0,humid,4.7,1.7
11,Friday,S003,Fries,400,1,0,0,16200.0,humid,4.7,1.7
11,Friday,S003,Chicken Burger,700,1,0,0,9639.0,humid,4.7,1.7
11,Friday,S003,Coca-Cola,100,1,0,0,27310.5,humid,4.7,1.7
11,Friday,S002,Cheese Burger,800,1,0,0,8100.0,rainy,4.7,1.7
11,Friday,S002,Veg Burger,625,1,0,0,21600.0,rainy,4.7,1.7
11,Friday,S002,Chicken Burger,700,1,0,0,8721.0,rainy,4.7,1.7
11,Friday,S001,Coca-Cola,100,1,0,0,20731.5,hot,4.7,1.7
11,Friday,S001,Fries,400,1,0,0,12285.0,hot,4.7,1.7
11,Friday,S001,Cheese Burger,800,1,0,0,14400.0,hot,4.7,1.7
12,Saturday,S003,Cheese Burger,800,1,0,0,8280.0,humid,4.7,1.7
12,Saturday,S002,Veg Burger,625,1,0,0,21600.0,cold,4.7,1.7
12,Saturday,S002,Cheese Burger,800,1,0,0,8640.0,cold,4.7,1.7
12,Saturday,S001,Coca-Cola,100,1,0,0,19201.5,hot,4.7,1.7
12,Saturday,S001,Cheese Burger,800,1,0,0,14040.0,hot,4.7,1.7
12,Saturday,S001,Chicken Burger,700,1,0,0,19737.0,hot,4.7,1.7
12,Saturday,S001,Veg Burger,625,1,0,0,13050.0,hot,4.7,1.7
12,Saturday,S002,Coca-Cola,100,1,0,0,28687.5,cold,4.7,1.7
12,Saturday,S002,Fries,400,1,0,0,16065.0,cold,4.7,1.7
12,Saturday,S001,Fries,400,1,0,0,11677.5,hot,4.7,1.7
12,Saturday,S003,Veg Burger,625,1,0,0,3614625.0,humid,4.7,1.7
12,Saturday,S002,Chicken Burger,700,1,0,0,9792.0,cold,4.7,1.7
12,Saturday,S003,Fries,400,1,0,0,16807.5,humid,4.7,1.7
12,Saturday,S003,Chicken Burger,700,1,0,0,8874.0,humid,4.7,1.7
12,Saturday,S003,Coca-Cola,100,1,0,0,29605.5,humid,4.7,1.7
13,Sunday,S001,Veg Burger,625,1,0,0,12487.5,very hot,4.7,1.7
13,Sunday,S002,Cheese Burger,800,1,0,0,8640.0,cold,4.7,1.7
13,Sunday,S001,Coca-Cola,100,1,0,0,19737.0,very hot,4.7,1.7
13,Sunday,S003,Coca-Cola,100,1,0,0,27999.0,cold,4.7,1.7
13,Sunday,S002,Custom,100,1,0,1,0.0,cold,4.7,1.7
13,Sunday,S003,Chicken Burger,700,1,0,0,9333.0,cold,4.7,1.7
13,Sunday,S003,Fries,400,1,0,0,16605.0,cold,4.7,1.7
13,Sunday,S001,Chicken Burger,700,1,0,0,18819.0,very hot,4.7,1.7
13,Sunday,S002,Fries,400,1,0,0,15997.5,cold,4.7,1.7
13,Sunday,S003,Cheese Burger,800,1,0,0,8280.0,cold,4.7,1.7
13,Sunday,S002,Chicken Burger,700,1,0,0,8568.0,cold,4.7,1.7
13,Sunday,S002,Veg Burger,625,1,0,0,22275.0,cold,4.7,1.7
13,Sunday,S001,Cheese Burger,800,1,0,0,14220.0,very hot,4.7,1.7
13,Sunday,S001,Fries,400,1,0,0,11137.5,very hot,4.7,1.7
13,Sunday,S003,Veg Burger,625,1,0,0,3844125.0,cold,4.7,1.7
13,Sunday,S002,Coca-Cola,100,1,0,0,28840.5,cold,4.7,1.7
14,Monday,S001,Fries,400,1,0,0,8235.0,very hot,4.7,1.7
14,Monday,S003,Cheese Burger,800,1,0,0,5940.0,humid,4.7,1.7
14,Monday,S003,Fries,400,1,0,0,12487.5,humid,4.7,1.7
14,Monday,S001,Veg Burger,625,1,0,0,10012.5,very hot,4.7,1.7
14,Monday,S003,Chicken Burger,700,1,0,0,6426.0,humid,4.7,1.7
14,Monday,S002,Cheese Burger,800,1,0,0,5760.0,cold,4.7,1.7
14,Monday,S003,Coca-Cola,100,1,0,0,21037.5,humid,4.7,1.7
14,Monday,S002,Chicken Burger,700,1,0,0,7038.0,cold,4.7,1.7
14,Monday,S001,Coca-Cola,100,1,0,0,13158.0,very hot,4.7,1.7
14,Monday,S002,Veg Burger,625,1,0,0,15187.5,cold,4.7,1.7
14,Monday,S001,Cheese Burger,800,1,0,0,10620.0,very hot,4.7,1.7
14,Monday,S003,Veg Burger,625,1,0,0,2524500.0,humid,4.7,1.7
14,Monday,S002,Fries,400,1,0,0,12690.0,cold,4.7,1.7
14,Monday,S001,Chicken Burger,700,1,0,0,13158.0,very hot,4.7,1.7
14,Monday,S002,Coca-Cola,100,1,0,0,22108.5,cold,4.7,1.7
15,Tuesday,S001,Coca-Cola,100,1,0,0,13311.0,very hot,4.7,1.7
15,Tuesday,S003,Fries,400,1,0,0,11407.5,cold,4.7,1.7
15,Tuesday,S001,Veg Burger,625,1,0,0,9337.5,very hot,4.7,1.7
15,Tuesday,S002,Chicken Burger,700,1,0,0,6426.0,cold,4.7,1.7
15,Tuesday,S001,Fries,400,1,0,0,8505.0,very hot,4.7,1.7
15,Tuesday,S003,Coca-Cola,100,1,0,0,22338.0,cold,4.7,1.7
15,Tuesday,S002,Cheese Burger,800,1,0,0,5940.0,cold,4.7,1.7
15,Tuesday,S002,Veg Burger,625,1,0,0,15975.0,cold,4.7,1.7
15,Tuesday,S003,Chicken Burger,700,1,0,0,6426.0,cold,4.7,1.7
15,Tuesday,S003,Veg Burger,625,1,0,0,2677500.0,cold,4.7,1.7
15,Tuesday,S002,Fries,400,1,0,0,13567.5,cold,4.7,1.7
15,Tuesday,S001,Chicken Burger,700,1,0,0,14076.0,very hot,4.7,1.7
15,Tuesday,S002,Coca-Cola,100,1,0,0,21573.0,cold,4.7,1.7
15,Tuesday,S001,Cheese Burger,800,1,0,0,10980.0,very hot,4.7,1.7
15,Tuesday,S003,Cheese Burger,800,1,0,0,6120.0,cold,4.7,1.7
16,Wednesday,S003,Cheese Burger,800,1,0,0,6840.0,cold,4.7,1.7
16,Wednesday,S001,Fries,400,1,0,0,8775.0,very hot,4.7,1.7
16,Wednesday,S001,Cheese Burger,800,1,0,0,10620.0,very hot,4.7,1.7
16,Wednesday,S002,Coca-Cola,100,1,0,0,23026.5,cold,4.7,1.7
16,Wednesday,S003,Chicken Burger,700,1,0,0,7344.0,cold,4.7,1.7
16,Wednesday,S001,Chicken Burger,700,1,0,0,15147.0,very hot,4.7,1.7
16,Wednesday,S002,Fries,400,1,0,0,13702.5,cold,4.7,1.7
16,Wednesday,S003,Veg Burger,625,1,0,0,2677500.0,cold,4.7,1.7
16,Wednesday,S001,Veg Burger,625,1,0,0,9787.5,very hot,4.7,1.7
16,Wednesday,S003,Fries,400,1,0,0,13095.0,cold,4.7,1.7
16,Wednesday,S002,Chicken Burger,700,1,0,0,7038.0,cold,4.7,1.7
16,Wednesday,S002,Veg Burger,625,1,0,0,17212.5,cold,4.7,1.7
16,Wednesday,S001,Coca-Cola,100,1,0,0,14611.5,very hot,4.7,1.7
16,Wednesday,S002,Cheese Burger,800,1,0,0,6300.0,cold,4.7,1.7
16,Wednesday,S003,Coca-Cola,100,1,0,0,22414.5,cold,4.7,1.7
17,Thursday,S003,Veg Burger,625,1,0,0,2964375.0,hot,4.7,1.7
17,Thursday,S001,Chicken Burger,700,1,0,0,16371.0,hot,4.7,1.7
17,Thursday,S001,Veg Burger,625,1,0,0,10575.0,hot,4.7,1.7
17,Thursday,S002,Fries,400,1,0,0,12757.5,humid,4.7,1.7
17,Thursday,S003,Fries,400,1,0,0,12960.0,hot,4.7,1.7
17,Thursday,S001,Custom,100,1,0,1,0.0,hot,4.7,1.7
17,Thursday,S002,Chicken Burger,700,1,0,0,7497.0,humid,4.7,1.7
17,Thursday,S002,Cheese Burger,800,1,0,0,6480.0,humid,4.7,1.7
17,Thursday,S001,Coca-Cola,100,1,0,0,15223.5,hot,4.7,1.7
17,Thursday,S003,Custom,50,1,0,1,0.0,hot,4.7,1.7
17,Thursday,S003,Coca-Cola,100,1,0,0,23715.0,hot,4.7,1.7
17,Thursday,S002,Custom,100,1,0,1,0.0,humid,4.7,1.7
17,Thursday,S003,Chicken Burger,700,1,0,0,7497.0,hot,4.7,1.7
17,Thursday,S002,Coca-Cola,100,1,0,0,21802.5,humid,4.7,1.7
17,Thursday,S001,Cheese Burger,800,1,0,0,11520.0,hot,4.7,1.7
17,Thursday,S001,Fries,400,1,0,0,9112.5,hot,4.7,1.7
17,Thursday,S003,Cheese Burger,800,1,0,0,6300.0,hot,4.7,1.7
17,Thursday,S002,Veg Burger,625,1,0,0,17100.0,humid,4.7,1.7
18,Friday,S001,Coca-Cola,100,1,0,0,20196.0,very hot,3.0,1.9
18,Friday,S003,Coca-Cola,100,1,0,0,27081.0,rainy,3.0,1.9
18,Friday,S002,Chicken Burger,700,1,0,0,9180.0,humid,3.0,1.9
18,Friday,S002,Cheese Burger,800,1,0,0,9180.0,humid,3.0,1.9
18,Friday,S003,Fries,400,1,0,0,16402.5,rainy,3.0,1.9
18,Friday,S002,Fries,400,1,0,0,16875.0,humid,3.0,1.9
18,Friday,S003,Chicken Burger,700,1,0,0,9027.0,rainy,3.0,1.9
18,Friday,S002,Coca-Cola,100,1,0,0,29299.5,humid,3.0,1.9
18,Friday,S001,Veg Burger,625,1,0,0,12825.0,very hot,3.0,1.9
18,Friday,S001,Chicken Burger,700,1,0,0,18666.0,very hot,3.0,1.9
18,Friday,S003,Veg Burger,625,1,0,0,3729375.0,rainy,3.0,1.9
18,Friday,S001,Cheese Burger,800,1,0,0,14940.0,very hot,3.0,1.9
18,Friday,S002,Veg Burger,625,1,0,0,21375.0,humid,3.0,1.9
18,Friday,S003,Cheese Burger,800,1,0,0,8820.0,rainy,3.0,1.9
18,Friday,S001,Fries,400,1,0,0,11745.0,very hot,3.0,1.9
19,Saturday,S002,Fries,400,1,0,0,17685.0,cold,3.0,1.9
19,Saturday,S002,Coca-Cola,100,1,0,0,27999.0,cold,3.0,1.9
19,Saturday,S003,Veg Burger,625,1,0,0,3691125.0,hot,3.0,1.9
19,Saturday,S003,Fries,400,1,0,0,17145.0,hot,3.0,1.9
19,Saturday,S001,Chicken Burger,700,1,0,0,18972.0,very hot,3.0,1.9
19,Saturday,S003,Chicken Burger,700,1,0,0,8874.0,hot,3.0,1.9
19,Saturday,S002,Veg Burger,625,1,0,0,21712.5,cold,3.0,1.9
19,Saturday,S001,Veg Burger,625,1,0,0,12262.5,very hot,3.0,1.9
19,Saturday,S003,Cheese Burger,800,1,0,0,8820.0,hot,3.0,1.9
19,Saturday,S001,Fries,400,1,0,0,11542.5,very hot,3.0,1.9
19,Saturday,S001,Cheese Burger,800,1,0,0,14940.0,very hot,3.0,1.9
19,Saturday,S001,Coca-Cola,100,1,0,0,19125.0,very hot,3.0,1.9
19,Saturday,S002,Chicken Burger,700,1,0,0,9945.0,cold,3.0,1.9
19,Saturday,S002,Cheese Burger,800,1,0,0,9180.0,cold,3.0,1.9
19,Saturday,S003,Coca-Cola,100,1,0,0,28534.5,hot,3.0,1.9
20,Sunday,S003,Chicken Burger,700,1,0,0,8262.0,cold,3.0,1.9
20,Sunday,S003,Veg Burger,625,1,0,0,3480750.0,cold,3.0,1.9
20,Sunday,S001,Cheese Burger,800,1,0,0,15300.0,cold,3.0,1.9
20,Sunday,S001,Veg Burger,625,1,0,0,24862.5,cold,3.0,1.9
20,Sunday,S001,Fries,400,1,0,0,12150.0,cold,3.0,1.9
20,Sunday,S003,Cheese Burger,800,1,0,0,8100.0,cold,3.0,1.9
20,Sunday,S003,Coca-Cola,100,1,0,0,31212.0,cold,3.0,1.9
20,Sunday,S001,Coca-Cola,100,1,0,0,20961.0,cold,3.0,1.9
20,Sunday,S002,Veg Burger,625,1,0,0,21150.0,hot,3.0,1.9
20,Sunday,S002,Cheese Burger,800,1,0,0,8280.0,hot,3.0,1.9
20,Sunday,S002,Chicken Burger,700,1,0,0,8721.0,hot,3.0,1.9
20,Sunday,S003,Fries,400,1,0,0,17077.5,cold,3.0,1.9
20,Sunday,S001,Chicken Burger,700,1,0,0,20043.0,cold,3.0,1.9
20,Sunday,S002,Fries,400,1,0,0,16605.0,hot,3.0,1.9
20,Sunday,S002,Coca-Cola,100,1,0,0,27081.0,hot,3.0,1.9
21,Monday,S001,Veg Burger,625,1,0,0,9450.0,very hot,3.0,1.9
21,Monday,S001,Fries,400,1,0,0,8032.5,very hot,3.0,1.9
21,Monday,S002,Chicken Burger,700,1,0,0,6426.0,rainy,3.0,1.9
21,Monday,S002,Coca-Cola,100,1,0,0,20808.0,rainy,3.0,1.9
21,Monday,S003,Fries,400,1,0,0,11677.5,humid,3.0,1.9
21,Monday,S002,Fries,400,1,0,0,11407.5,rainy,3.0,1.9
21,Monday,S001,Chicken Burger,700,1,0,0,14688.0,very hot,3.0,1.9
21,Monday,S003,Cheese Burger,800,1,0,0,6120.0,humid,3.0,1.9
21,Monday,S003,Chicken Burger,700,1,0,0,6732.0,humid,3.0,1.9
21,Monday,S003,Veg Burger,625,1,0,0,2581875.0,humid,3.0,1.9
21,Monday,S001,Cheese Burger,800,1,0,0,10620.0,very hot,3.0,1.9
21,Monday,S002,Veg Burger,625,1,0,0,14512.5,rainy,3.0,1.9
21,Monday,S003,Coca-Cola,100,1,0,0,19354.5,humid,3.0,1.9
21,Monday,S001,Coca-Cola,100,1,0,0,14458.5,very hot,3.0,1.9
21,Monday,S002,Cheese Burger,800,1,0,0,5940.0,rainy,3.0,1.9
22,Tuesday,S001,Veg Burger,625,1,0,0,9337.5,very hot,3.0,1.9
22,Tuesday,S001,Fries,400,1,0,0,8505.0,very hot,3.0,1.9
22,Tuesday,S002,Cheese Burger,800,1,0,0,6120.0,rainy,3.0,1.9
22,Tuesday,S002,Veg Burger,625,1,0,0,16987.5,rainy,3.0,1.9
22,Tuesday,S003,Cheese Burger,800,1,0,0,5940.0,humid,3.0,1.9
22,Tuesday,S001,Chicken Burger,700,1,0,0,15300.0,very hot,3.0,1.9
22,Tuesday,S001,Cheese Burger,800,1,0,0,10260.0,very hot,3.0,1.9
22,Tuesday,S003,Chicken Burger,700,1,0,0,6426.0,humid,3.0,1.9
22,Tuesday,S003,Coca-Cola,100,1,0,0,21114.0,humid,3.0,1.9
22,Tuesday,S002,Custom,100,1,0,1,0.0,rainy,3.0,1.9
22,Tuesday,S003,Fries,400,1,0,0,12420.0,humid,3.0,1.9
22,Tuesday,S002,Fries,400,1,0,0,12082.5,rainy,3.0,1.9
